Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
16175414,Siddhartha,Hermann Hesse,"Hesse, Hermann",Hilda Rosner,"=""0811219763""","=""9780811219761""",3,4.04,New Directions,ebook,128,2010,1922,2014/01/14,2014/01/07,,,read,"á há algum tempo que tenho bastante curiosidade relativamente a este autor, um prémio Nobel, alemão (li pouco de alemães) e com boa fama. Este livro, pequenito, pareceu-me o ideal para servir de introdução à sua obra.<br/><br/>A verdade é que é mesmo pequeno, Siddartha consegue ser bastante pesado, à sua maneira. Siddartha é o filho de um Brahman, uma espécie de sacerdote hindu, que é criado com o intuito de se tornar, ele próprio um Brahman.<br/><br/>Mas Siddartha tem uma mente pensante bastante activa e começa a magicar umas ideias e umas conclusões sobre a sua religiosidade e o que significa atingir de facto a santidade e a liberdade e paz de espírito, e conclui que aquele não é o caminho certo.<br/><br/>Segue então para os Samanas, uns eremitas ascéticos que tentam atingir a paz e a superioridade espiritual através da renúncia total a toda e qualquer posse. Siddartha é acompanhado nesta viagem por Govinda, um amigo de infância que muito o admira e à sua mentalidade.<br/><br/>Aqui é que tudo começa a ficar interessante. Depois de algum tempo entre os Samanas, o protagonista apercebe-se de que já ouviu tudo o que havia para ouvir e que aquilo não é para ele. Nem devia ser para ninguém. Ah! A conclusão dele é que não se pode simplesmente aprender a ser santo e elevado através dos ensinamentos de ninguém, por mais místicos e iluminados que os ensinamentos e os próprios professores sejam.<br/><br/>O ciclo volta a repetir-se e Siddartha parte outra vez, acompanhado de Govinda, e prossegue numa viagem espiritual e de crescimento pessoal em que se dedica a atingir a plena paz de espírito através da única maneira que acha possível: vivendo.<br/><br/>É interessante ver Siddartha a encontrar Gotama, o Buda, e a recusar os seus ensinamentos, ainda que reconheça alguém que atingiu o que ele quer atingir, para depois passar uma temporada a viver como uma ""pessoa normal"", sem renunciar a nada, tornando-se inclusivamente rico e cedendo às tentações da carne com bastante frequência.<br/><br/>A evolução de Siddartha é fascinante. Evolução e constante retrocesso, como se cada passo que desse o fizessem perceber de que estava apenas a voltar atrás. O que é transmitido ao longo da história é uma abordagem surpreendentemente sensata à vida: nem renunciar a tentações nem a prazeres, mas antes vivendo os dois, só assim é que alguém cresce, aprende e pode almejar atingir a paz de espírito.<br/><br/>Pelo meio há uns meandros filosóficos relativamente intricados, especialmente na sua estadia com um velhote simpático e sábio, mas que se revelam profundamente simples, no fim. O truque é exactamente não pensar demasiado nas coisas. Uma conclusão interessante para o protagonista, que tem um fim condigno.<br/><br/>No meio disto, a história em si não me conseguiu cativar por aí além, e muito menos a escrita, mas o livro é antigo e traduzido, portanto dou-lhe o benefício da dúvida. É uma leitura interessante, isso sem dúvida, mas que peca pela falta de características que permitam a identificação com o leitor, algo que acho que seria essencial numa obra deste género.<br/><br/>Mas também acho que é daqueles livros que cada pessoa lê de forma completamente diferente, portanto aventurem-se!<br/><br/>http://livrosimples.blogspot.pt/2014/01/siddartha.html",,,1,,,0,,,,,
10867108,O Limite de Rudzky,António de Macedo,"Macedo, António de",,"=""9722107496""","=""9789722107495""",5,3.62,Caminho,Paperback,196,1992,1992,2014/01/06,2014/01/03,,,read,"Tinha este livro à espera desde a Feira do Livro do ano passado, e o facto de ter conseguido um autógrafo do autor durante o Fórum Fantástico serviu de incentivo para o empurrar mais para a frente da fila.<br/><br/>Terminada a leitura dos 3 contos que contém, não consigo evitar pensar nas tremendas pérolas que posso ter escondidas nas prateleiras ""a ler""... É que este livro é fantástico, absolutamente fantástico.<br/><br/>Já esperava que fosse qualquer coisa de especial, tendo em conta o que conheço do autor (ainda que só lhe tenha lido O Sangue e o Fogo), mas confesso que superou largamente as minhas expectativas, por uma razão muito simples: a escrita.<br/><br/>Seja a contar que história for, Macedo consegue escrever de uma forma excepcional. Fiquei seriamente embasbacado e impressionado. Nas peças de teatro que li anteriormente esse aspecto não era tão visível, mas aqui é límpido e cristalino como a água da montanha.<br/><br/>O primeiro conto é O limite de Rudzky, uma história bem contada que consegue fazer uma ligação interessante entre os fenómenos físicos, químicos, biológicos, fisiológicos e psicológicos, de tudo o que existe, e o sobrenatural. Sem querer revelar muito, talvez devam pensar duas vezes sobre como funciona a electricidade...<br/><br/>Ainda por cima é um conto essencialmente sobre ciência. Matemática, física, trotinetes voadoras, detectores de neutrinos, há de tudo um pouco, em conjunto com temas mais sobrenaturais que adicionam um certo véu de mistério e de imprevisibilidade que cai muito bem com o resto da história.<br/><br/>Depois vem A noiva vestida de nuvens, bastante mais complicado de ler do que o conto anterior, de tal forma está revestido de simbolismo e noções herméticas e ocultistas e sei lá. O que é interessante é que ainda assim conseguiu causar um profundo efeito em mim.<br/><br/>A escrita, incluindo os diálogos, é trabalhada e complexa sem se tornar propriamente densa, e tudo soa a artificial, de certa forma, especialmente os diálogos, muito pouco naturais, mas a voz do autor consegue causar uma impressão de tal forma intensa que tudo encaixa na perfeição. Aqui já há inspirações lovecraftianas, e uma série de conceitos brutais, como o ""dialecto flamejante"":<br/><br/>""[...] deixou cair no lume o manuscrito original, e imediatamente uma espectacular chuva de luzes, sons e cores referveu das páginas prodigiosas, que se enegreceram e encarquilharam sob a acção do fogo sem sofrer todavia maior dano do que essa superficial deformação. Um outro discípulo teve a instantânea e feliz ideia de transcrever os sons musicais que retiniam enquanto as chamas abrasavam o manuscrito; um terceiro copiou a sequência de luzes e cores irradiadas durante o fantasmagórico processo. [...] teve uma revelação súbita e vislumbrou o código que relacionava os terríveis símbolos do «dialecto flamejante» com a sequência anotada de cores e sons musicais.""<br/><br/>Por fim há Perpetuamente Perpétua, que além de ter um bom título, é o mais longo e possivelmente o melhor, embora eu tenha muita dificuldade em escolher. Só sei que por ser mais longa, acaba por ser mais estruturada e trabalhada, e a aldeia perdida no meio do nada, onde uma rapariga doente vai passar umas férias com os avós, é o cenário semi-idílico perfeito para o enredo convoluto de Macedo.<br/><br/>Com mistérios do oculto e companhia limitada ao virar de cada esquina, Perpetuamente Perpétua é uma história surpreendente: as personagens aparecem com várias idades, cruzando-se e comunicando consigo próprias, há uma voz retumbante e misteriosa pertencente a um mensageiro do fogo, e a própria Perpétua, ora mulher de meia idade, ora jovem virginal de 18 anos, ora idosa de rugas vincadas, a personagem central (não a protagonista) do conto e uma das personagens mais intrigantes que encontrei na minha vida.<br/><br/>Macedo consegue assim, num diálogo entre mistérios iniciáticos, comunhão com a Natureza e tudo aquile que uma aldeia destas perdida num canto solarengo de Portugal tenha de típico, construir um conto fabuloso que me deixou a salivar por mais, mas que conseguiu ter um fim bastante definitivo e satisfatório.<br/><br/>No geral, um livro excelente. Caso ainda não tenham percebido, é um livro a ler e um autor a conhecer. Estão à espera de quê? Siga!<br/><br/>http://livrosimples.blogspot.pt/2014/01/o-limite-de-rudzky.html",,,1,,,0,,,,,
834378,"A Pocket Full of Rye (Miss Marple, #7)",Agatha Christie,"Christie, Agatha",,"=""0451199863""","=""9780451199867""",3,3.88,Signet,Paperback,220,2000,1953,2014/01/03,2013/12/31,,,read,"Este pequeno livro, comprado com um mega desconto qualquer que o deixou a menos de três euros, pareceu ser a obra ideal para desanuviar um pouco. Em época de exames não me apetece propriamente ler o Guerra e Paz, ou algo parecido, e acho sempre os livros de Agatha Christie tão agradáveis e leves, que pronto.<br/><br/>Como se pode ver ali, em vez de Poirot contamos com Miss Marple, que também é fixe. É uma personagem curiosa, obviamente, uma típica senhora inglesa que transmite uma certa sensação de frieza, principalmente de raciocínio, que me espanta sempre.<br/><br/>E esta história tem uma das particularidades que eu mais aprecio nas histórias da rainha dos policiais: a sua personagem, a Miss Marple, pouco aparece. A sério, só surge a meio do livro, em não mais do que três ou quatro capítulos a partir, e é só.<br/><br/>Já nos dois melhores livros que li de Agatha Christie, As Dez Figuras Negras, e O Assassinato de Roger Ackroyd, se passa o mesmo. Aliás, no primeiro nem sequer aparece o Poirot! Mas é algo que a autora costuma fazer, dá muita informação e muita história antes de começarem a acontecer os crimes, permitindo uma maior envolvência na trama. Sempre achei isso fenomenal, especialmente tendo em conta a mestria com que Agatha Christie o faz.<br/><br/>É que mesmo com este ""atraso"" na resolução do mistério, os seus detectives conseguem criar um impacto enorme. A Pocket Full of Rye não é excepção, com Miss Marple a resolver o mistério de forma peculiar e muito astuta, baseada apenas em alguns dedos de conversa, maioritariamente com as mulheres, e fazendo a ligação com uma rima infantil.<br/><br/>Impressionante e moderadamente interessante, ainda assim o livro ficou aquém. O mistério era muito, e as personagens interessantes, mas o desenvolvimento foi bastante mediano. O verdadeiro culpado foi (mais ou menos) surpreendente, mas disso até nem me queixo. Acho é que o livro é demasiado pequeno, e com a autora a ter enredo antes do trabalho de detective, não lhe fazia mal nenhum ter mais umas poucas páginas a expandir a história.<br/><br/>http://livrosimples.blogspot.pt/2014/01/a-pocket-full-of-rye.html",,,1,,,0,,,,,
17571323,Polarity,Max Bemis,"Bemis, Max","Jorge Coelho, Felipe Sobreiro","=""1608863468""","=""9781608863464""",3,3.70,BOOM! Studios,Paperback,112,2013,2013,,2014/01/11,,,read,,,,1,,,0,,,,,
20347589,Disney Big #2,Guido Martina,"Martina, Guido","Giovan Battista Carpi, Rodolfo Cimino, Giorgio Cavazzano, Giulio Chierchini, Jerry Siegel, Giorgio Bordini, Romano Scarpa, Giorgio Pezzin, Massimo De Vita, Abramo Barosso, Giampaolo Barosso, Osvaldo Pavese, Carlo Gentina, Guido Scala, Sergio Asteriti, Giuseppe Perego, Michele Gazzarri, Luciano Gatto, Carlo Panaro, Renzo Arbore, Alessandro Sisti","=""""","=""""",3,2.75,Goody,Mass Market Paperback,512,2013,2013,2013/11/20,2013/12/29,,,read,,,,1,,,0,,,,,
20347527,Disney Big #1,Rodolfo Cimino,"Cimino, Rodolfo","Romano Scarpa, Luciano Milano, Bruno Sarda, Nicola Tosolini, Jerry Siegel, Giuseppe Perego, Carlo Gentina, Francesco Guerrini, Giorgio Cavanazzo, Gian Giacomo Dalmasso, Pier Lorenzo De Vita, Manuela Marinato, Guido Scala, Nino Russo, Maurizio Amendola, Bruno Concina, Paolo Ongaro, Maria Luisa Uggetti, Giorgio Bordini, Fabio Michelini, Alessandro Barbucci, Massimo De Vita, Giampaolo Barosso, Luciano Gatto","=""""","=""""",3,2.67,Goody,Mass Market Paperback,512,2013,2013,2013/09/25,2013/12/29,,,read,,,,1,,,0,,,,,
7539249,Marvel Fairy Tales,C.B. Cebulski,"Cebulski, C.B.","Claire Wendling, João M.P. Lemos, Nuno Plati, Takeshi Miyazawa, Ricardo Tércio Vinagre Guimarães, Kyle Baker","=""0785143165""","=""9780785143161""",4,3.21,Marvel,Paperback,144,2010,2010,2013/12/29,2013/12/28,,,read,,,,1,,,0,,,,,
55399,"Gardens of the Moon (Malazan Book of the Fallen, #1)",Steven Erikson,"Erikson, Steven",,"=""0765348780""","=""9780765348784""",2,3.88,Tor Books,Mass Market Paperback,657,2005,1999,2013/12/29,2013/12/09,,,read,,,,1,,,0,,,,,
13092472,Batman - Colheita Infernal (Clássicos Batman),George Pratt,"Pratt, George",Paulo Moreira,"=""9895591179""","=""""",2,2.98,Edições Devir,Paperback,96,2005,2000,2013/12/26,2013/12/26,,,read,,,,1,,,0,,,,,
19542821,Disney Especial: Natal,Tito Faraci,"Faraci, Tito","Marco Mazzarello, Giampaolo Soldati, Silvia Ziche, Bruno Sarda, Massimo De Vita, Gaja Arrighini, Andrea Freccero, Carlo Panaro, Maria Luisa Uggetti, Matteo Venerus, Vitale Mangiatordi, Marco Bosco, Giorgio Cavazzano, Stefano Ambrosio, Donald Soffritti, Bruno Enna, Robert Viam, Maurizio Amendola","=""""","=""""",3,3.43,Goody,Mass Market Paperback,320,2013,2013,2013/12/26,2013/12/17,,,read,,,,1,,,0,,,,,
19540564,Disney Especial: Horror,Carlo Panaro,"Panaro, Carlo","Massimo De Vita, Augusto Machetto, Daniela Vetro, Francesco Guerrini, Francesco D'Ippolito, Fausto Vitaliano, Andrea Freccero, Nino Russo, Giorgio Di Vita, Valerio Held, Casty, Silvio Camboni, Giampaolo Soldati, Marco Gervasio, Marco Bosco, Luciano Milano","=""""","=""""",3,3.50,Goody,Mass Market Paperback,320,2013,2013,2013/12/17,2013/12/17,,,read,,,,1,,,0,,,,,
479621,"Green Lantern, Volume 3: Wanted: Hal Jordan",Geoff Johns,"Johns, Geoff","Ivan Reis, Daniel Acuña, Oclair Albert","=""1401213391""","=""9781401213398""",3,3.82,DC Comics,Hardcover,144,2007,2007,2013/12/12,2013/12/10,,,read,,,,1,,,0,,,,,
555363,"Green Lantern, Volume 2: Revenge of the Green Lanterns",Geoff Johns,"Johns, Geoff","Carlos Pacheco, Ethan Van Sciver, Ivan Reis","=""1401211674""","=""9781401211677""",3,3.86,DC Comics,Hardcover,164,2006,2006,2013/12/10,2013/12/09,,,read,,,,1,,,0,,,,,
160844,"Green Lantern, Volume 1: No Fear",Geoff Johns,"Johns, Geoff","Carlos Pacheco, Ethan Van Sciver, Darwyn Cooke, Simone Bianchi","=""140120466X""","=""9781401204662""",3,3.85,DC Comics,Hardcover,176,2006,2006,2013/12/09,2013/12/04,,,read,,,,1,,,0,,,,,
5739604,O Despertar da Magia (As Crónicas de Gelo e Fogo #4),George R.R. Martin,"Martin, George R.R.",Jorge Candeias,"=""9896370486""","=""9789896370480""",4,4.40,Edições Saída de Emergência,Paperback,416,2008,1998,2013/12/09,2013/11/27,,,read,,,,1,,,0,,,,,
17560013,Sin City – Cidade do Pecado,Frank Miller,"Miller, Frank",,"=""""","=""9788525016201""",5,4.15,Globo,Paperback,,,1991,2013/03/22,2013/03/18,,,read,,,,1,,,0,,,,,
298290,"Dream Country (The Sandman, #3)",Neil Gaiman,"Gaiman, Neil","Kelley Jones, Charles Vess, Colleen Doran, Malcolm Jones III, Steve Erickson","=""156389016X""","=""9781563890161""",4,4.24,Vertigo,Paperback,160,1995,1990,2013/11/27,2013/11/25,,,read,,,,1,,,0,,,,,
5739533,A Fúria dos Reis (As Crónicas de Gelo e Fogo #3),George R.R. Martin,"Martin, George R.R.",Jorge Candeias,"=""9896370265""","=""9789896370268""",4,4.36,Edições Saída de Emergência,Paperback,480,2008,1998,2013/11/25,2013/11/13,,,read,,,,1,,,0,,,,,
25099,"The Doll's House (The Sandman, #2)",Neil Gaiman,"Gaiman, Neil","Steve Parkhouse, Chris Bachalo, Michael Zulli, Mike Dringenberg, Malcolm Jones III, Todd Klein, Clive Barker","=""1563892251""","=""9781563892257""",4,4.44,Vertigo,Hardcover,232,1999,1990,2013/11/13,2013/11/10,,,read,,,,1,,,0,,,,,
11265577,Brasil,Ian McDonald,"McDonald, Ian",Leonor Bizarro Marques,"=""9895575661""","=""9789895575664""",3,3.67,Gailivro,Paperback,512,2008,2007,2013/11/10,2013/10/28,,,read,,,,1,,,0,,,,,
18222114,"Liga da Justiça: Terra Dois (Super-Heróis DC Comics, #1)",Grant Morrison,"Morrison, Grant","Frank Quitely, Ed McGuinness","=""""","=""9789896823498""",3,3.80,Levoir,Hardcover,176,2013,2013,2013/10/24,2013/10/22,,,read,,,,1,,,0,,,,,
6339089,O Artista Da Morte,Daniel Silva,"Silva, Daniel",,"=""9722516760""","=""9789722516761""",3,4.00,Bertrand Editora,Paperback,396,2008,2000,2013/10/21,2013/10/13,,,read,,,,1,,,0,,,,,
17656625,"Comics Star Wars: Clássicos 12 (Comics Star Wars, #12)",Jo Duffy,"Duffy, Jo","Renato Neves, Petra Goldberg, Michelle Wrightson, Daina Grazinus, Elaine Lee, José Vala Roberto, Cynthia Martin, Sal Buscema, Sam de la Rosa, Art Nichols, Steve Leialoha, Ken Steacy, Whilce Portacio","=""""","=""""",2,3.55,Planeta DeAgostini,Hardcover,200,2013,2013,2013/10/13,2013/10/12,,,read,,,,1,,,0,,,,,
6728465,Minha Besta,Christopher Moore,"Moore, Christopher",Leonor Bizarro Marques,"=""""","=""9789895575657""",2,3.83,Gailivro,Paperback,344,2008,2007,2013/10/12,2013/10/08,,,read,,,,1,,,0,,,,,
10117321,A Última Amante de Hachiko,Banana Yoshimoto,"Yoshimoto, Banana",António Barrento,"=""972879195X""","=""9789728791957""",3,3.40,Cavalo de Ferro,Paperback,104,2005,1994,2013/10/08,2013/10/05,,,read,,,,1,,,0,,,,,
1138654,The Gods of Pegana,Lord Dunsany,"Dunsany, Lord",S.H. Sime,"=""1599868857""","=""9781599868851""",3,3.88,Fq Classics,Paperback,104,2007,1905,2013/08/18,2013/10/01,,,read,,,,1,,,0,,,,,
18524570,Palmas para o Esquilo,David Soares,"Soares, David",Pedro Serpa,"=""9789898673""","=""9789898673015""",4,3.57,Kingpin Books,Paperback,52,2013,2013,2013/09/22,2013/09/21,,,read,,,,1,,,0,,,,,
7368300,A Queda,Albert Camus,"Camus, Albert",José Terra,"=""""","=""9789723828696""",4,4.02,Livros do Brasil,Paperback,113,2007,1956,2013/09/07,2013/09/07,,,read,,,,1,,,0,,,,,
17656527,"Comics Star Wars: Clássicos 11 (Comics Star Wars, #11)",Jo Duffy,"Duffy, Jo","Archie Goodwin, Cynthia Martin, Steve Leialoha, Bob Wiacek, Art Nichols, Al Williamson, Ron Frenz, Sam de la Rosa, Renato Neves, José Vala Roberto, Jan Duursema, Tom Mandrake, Glynis Oliver, Sal Buscema, Tom Palmer, Petra Goldberg","=""""","=""""",3,3.62,Planeta DeAgostini,Hardcover,,2013,2013,2013/09/06,2013/09/07,,,read,,,,1,,,0,,,,,
5739512,A Muralha de Gelo (As Crónicas de Gelo e Fogo #2),George R.R. Martin,"Martin, George R.R.",Jorge Candeias,"=""9896370206""","=""9789896370206""",4,4.47,Edições Saída de Emergência,Paperback,416,2007,1996,2013/09/07,2013/08/31,,,read,,,,1,,,0,,,,,
7714605,"Paragon (Star Wars: Lost Tribe of the Sith, #3)",John Jackson Miller,"Miller, John Jackson",,"=""""","=""""",3,3.60,LucasBooks,ebook,50,2010,2010,2013/08/26,2013/08/26,,,read,,,,1,,,0,,,,,
6980826,"Precipice (Star Wars: Lost Tribe of the Sith, #1)",John Jackson Miller,"Miller, John Jackson",,"=""""","=""""",3,3.48,LucasBooks,Kindle Edition,60,2009,2009,2013/08/26,2013/08/25,,,read,,,,1,,,0,,,,,
17694655,"Eurico, o Presbítero",Alexandre Herculano,"Herculano, Alexandre",,"=""""","=""9789898698001""",3,3.44,Projecto Adamastor,ebook,366,2013,1844,2013/08/26,2013/08/25,,,read,,,,1,,,0,,,,,
11232016,The Stand,Stephen King,"King, Stephen",,"=""1444720732""","=""9781444720730""",4,4.34,Hodder & Stoughton,Paperback,1325,2011,1978,2013/08/26,2013/08/25,,,read,,,,1,,,0,,,,,
16127080,A Procura da Verdade Oculta,Fernando Pessoa,"Pessoa, Fernando",,"=""""","=""""",1,3.71,Europa-América,,232,,,2013/08/26,2013/08/25,,,read,,,,1,,,0,,,,,
6980825,"Skyborn (Star Wars: Lost Tribe of the Sith, #2)",John Jackson Miller,"Miller, John Jackson",,"=""0345519396""","=""9780345519399""",3,3.55,Random House Publishing Group,ebook,54,2009,2009,2013/08/26,2013/08/25,,,read,,,,1,,,0,,,,,
525304,Star Maker,Olaf Stapledon,"Stapledon, Olaf",,"=""1857988078""","=""9781857988079""",3,3.93,Millennium Paperbacks,Paperback,272,1999,1937,2013/08/26,2013/08/25,,,read,,,,1,,,0,,,,,
138396,"The Walking Dead, Vol. 2: Miles Behind Us",Robert Kirkman,"Kirkman, Robert","Charlie Adlard, Cliff Rathburn","=""1582404135""","=""9781582404134""",4,4.24,Image Comics,Comics,136,2004,2004,2013/08/26,2013/08/26,,,read,,,,1,,,0,,,,,
30069,"The Walking Dead, Vol. 3: Safety Behind Bars",Robert Kirkman,"Kirkman, Robert","Charlie Adlard, Cliff Rathburn","=""1582404879""","=""9781582404875""",5,4.30,Image Comics,Comics,136,2005,2005,2013/08/26,2013/08/26,,,read,,,,1,,,0,,,,,
138397,"The Walking Dead, Vol. 4: The Heart's Desire",Robert Kirkman,"Kirkman, Robert","Charlie Adlard, Cliff Rathburn","=""1582405301""","=""9781582405308""",4,4.21,Image Comics,Comics,136,2009,2005,2013/08/26,2013/08/26,,,read,,,,1,,,0,,,,,
30065,"The Walking Dead, Vol. 5: The Best Defense",Robert Kirkman,"Kirkman, Robert","Charlie Adlard, Cliff Rathburn","=""158240612X""","=""9781582406121""",5,4.28,Image Comics,Comics,136,2009,2006,2013/08/26,2013/08/26,,,read,,,,1,,,0,,,,,
686231,"The Incredible Hulk, Vol. 2: Boiling Point",Bruce Jones,"Jones, Bruce",,"=""0785109056""","=""9780785109051""",3,3.59,Marvel Comics Group,Paperback,96,2002,2002,2013/07/13,2013/07/07,,,read,,,,1,,,0,,,,,
6147423,O Segredo de Copérnico,Jean-Pierre Luminet,"Luminet, Jean-Pierre",,"=""9722340646""","=""9789722340649""",3,3.47,Editorial Presença,Paperback,420,2009,2006,2013/07/26,2013/07/20,,,read,,,,1,,,0,,,,,
6237768,"Last Argument of Kings (The First Law, #3)",Joe Abercrombie,"Abercrombie, Joe",,"=""0575084162""","=""9780575084162""",4,4.27,Gollancz,Paperback,670,2009,2008,2013/07/20,2013/07/13,,,read,,,,1,,,0,,,,,
944078,"Before They Are Hanged (The First Law, #2)",Joe Abercrombie,"Abercrombie, Joe",,"=""0575082011""","=""9780575082014""",4,4.28,Gollancz ,Paperback,570,2008,2007,2013/07/13,2013/07/05,,,read,,,,1,,,0,,,,,
1642426,"The Incredible Hulk, Vol. 1: Return of the Monster",Bruce Jones,"Jones, Bruce",John Romita Jr.,"=""1904159036""","=""9781904159032""",2,3.72,Marvel,Paperback,144,2002,2002,2013/07/07,2013/07/05,,,read,,,,1,,,0,,,,,
16059722,Batman - O Regresso do Cavaleiro das Trevas vol. II,Frank Miller,"Miller, Frank","Klaus Janson, Lynn Varley","=""9728631251""","=""9789728631253""",5,4.33,Devir Livraria,,88,2002,1986,2013/06/27,2013/06/25,,,read,,,,1,,,0,,,,,
944073,"The Blade Itself (The First Law, #1)",Joe Abercrombie,"Abercrombie, Joe",,"=""0575079797""","=""9780575079793""",4,4.16,Gollancz,Paperback,515,2007,2006,2013/07/05,2013/06/28,,,read,,,,1,,,0,,,,,
18051049,Sandman: Nocturnos,Neil Gaiman,"Gaiman, Neil","Sam Kieth, Mike Dringenberg, Malcom Jones III, Robbie Busch, Daniel Vozzo, Dave McKean, Pedro Vieira de Moura","=""9895591209""","=""9789895591206""",5,4.30,Devir,Paperback,128,2005,1988,2013/07/05,2013/07/02,,,read,,,,1,,,0,,,,,
12048270,Terrarium - Um Romance em Mosaicos,Luís Filipe Silva,"Silva, Luís Filipe",João Barreiros,"=""9722110624""","=""9789722110624""",5,4.12,Editorial Caminho,Paperback,594,1996,1996,2013/06/28,2013/06/21,,,read,,,,1,,,0,,,,,
17345364,"Comics Star Wars: Clássicos 10 (Comics Star Wars, #10)",Linda  Grant,"Grant, Linda","Renato Neves, Michael Higgins, J. Ferriter, Ann Nocenti, Bret Blevins, Tony Salmons, José Vala Roberto, Bob McLeod, Glynis Oliver, Roy Richardson, David Mazzucchelli, Tom Palmer, Jo Duffy, Randy Stradley","=""""","=""""",3,3.46,Planeta DeAgostini,Hardcover,208,2013,2013,2013/06/24,2013/06/21,,,read,,,,1,,,0,,,,,
11474577,"Albert Einstein (A minha vida deu um livro, #4)",Johannes Wickert,"Wickert, Johannes",Catarina Saboga Iglésias,"=""""","=""5602841006101""",3,3.12,Editorial Sol90,Paperback,165,2011,2005,2013/06/21,2013/06/15,,,read,,,,1,,,0,,,,,
17345358,"Comics Star Wars: Clássicos 9 (Comics Star Wars, #9)",Jo Duffy,"Duffy, Jo","Renato Neves, Tom Mandrake, M. Hands, José Vala Roberto, Ron Frenz, Tom Palmer, Glynis Oliver, David Michelinie, Luke McDonnell, Bob Layton, Klaus Janson","=""""","=""""",2,3.43,Planeta DeAgostini,Hardcover,200,2013,2013,2013/06/21,2013/06/12,,,read,,,,1,,,0,,,,,
10038776,A Simbólica do Espaço em O Senhor dos Anéis de J.R.R.Tolkien,Maria do Rosário Monteiro,"Monteiro, Maria do Rosário",,"=""""","=""9789898118110""",4,3.60,Livros de Areia,Paperback,268,2010,2010,2013/05/18,2013/05/03,,,read,,,,1,,,0,,,,,
17972009,Contact,Carl Sagan,"Sagan, Carl",,"=""""","=""""",4,4.13,Orbit,Mass Market Paperback,432,2002,1985,2013/06/15,2013/06/07,,,read,,,,1,,,0,,,,,
17345343,"Comics Star Wars: Clássicos 8 (Comics Star Wars, #8)",David Michelinie,"Michelinie, David","José Vala Roberto, Ron Frenz, Tom Palmer, Glynis Oliver, Gene Day, Jo Duffy, Kerry Gammill, Christie Scheele","=""""","=""""",3,3.15,Planeta DeAgostini,Hardcover,206,2013,2013,2013/06/12,2013/06/05,,,read,,,,1,,,0,,,,,
17233969,"Comics Star Wars: Clássicos 3 (Comics Star Wars, #3)",Archie Goodwin,"Goodwin, Archie","Carmine Infantino, Mike Vosburg, Steve Leialoha, Bob Sharen, Bob Wiacek, Carl Gafford, Jo Duffy, Petra Goldberg, Gene Day, Ben Sean, Glynis Oliver, Chris Claremont","=""""","=""""",3,3.44,Planeta DeAgostini,Hardcover,191,2013,2013,2013/02/22,2013/02/17,,,read,,,,1,,,0,,,,,
17233992,"Comics Star Wars: Clássicos 4 (Comics Star Wars, #4)",Archie Goodwin,"Goodwin, Archie","José Vala Roberto, Carlos Garzon, Glynis Oliver, Carmine Infantino, Bob Wiacek, Petra Goldberg, Gene Day, Nel Yomtov, Michael Golden, Terry Kevin Austin, Al Williamson","=""""","=""""",3,3.73,Planeta DeAgostini,Hardcover,192,2013,2013,2013/03/02,2013/02/28,,,read,,,,1,,,0,,,,,
17234047,"Comics Star Wars: Clássicos 6 (Comics Star Wars, #6)",David Michelinie,"Michelinie, David","Chris Claremont, Frank Giacioa, Al Milgrom, Walter Simonson, Tom Palmer, Don Warfield, José Vala Roberto, Carmine Infantino, Glynis Oliver","=""""","=""""",3,3.39,Planeta DeAgostini,Hardcover,200,2013,2013,2013/04/30,2013/04/28,,,read,,,,1,,,0,,,,,
17233951,"Comics Star Wars: Clássicos 2 (Comics Star Wars, #2)",Archie Goodwin,"Goodwin, Archie","Pedro Vidal, Al Milgrom, Marie Severin, Gene Day, George Roussos, Carmine Infantino, Terry Kevin Austin, Janice Cohen, Walter Simonson, Bob Wiacek, Bob Sharen, Chris Claremont, Herb Trimpe","=""""","=""""",3,3.60,Planeta DeAgostini,Hardcover,191,2013,2013,2013/02/03,2013/02/02,,,read,,,,1,,,0,,,,,
959360,By the Light of the Moon,Dean Koontz,"Koontz, Dean",,"=""0747266824""","=""9780747266822""",3,3.86,Headline,Paperback,472,2003,2002,2013/06/07,2013/05/28,,,read,,,,1,,,0,,,,,
17234054,"Comics Star Wars: Clássicos 7 (Comics Star Wars, #7)",David Michelinie,"Michelinie, David","Walter Simonson, Michael L. Fleisher, George Roussos, Renato Neves, Tom Palmer, Glynis Oliver, Joe Brozowski, Vince Colletta, Carmine Infantino, Rudi Nebres","=""""","=""""",3,3.47,Planeta DeAgostini,Hardcover,198,2013,2013,2013/06/05,2013/05/30,,,read,,,,1,,,0,,,,,
295030,"2001 Nights: The Death Trilogy Overture (2001 Nights Trilogy, #1)",Yukinobu Hoshino,"Hoshino, Yukinobu",,"=""1569310564""","=""9781569310564""",5,4.29,VIZ Media LLC,Paperback,246,1996,1985,2013/05/30,2013/05/25,,,read,,,,1,,,0,,,,,
